MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
525988,525988018,How many teddy bears?,4,2; 2; 2; 2; 5; 2; 2; 2; 2; 2,Yanlis
525988,525988019,Should you hug this animal?,yes,no; yes; yes; yes; yes; yes; yes; yes; no; yes,Dogru
525988,525988020,Where is the picture taken?,museum,store; museum; gym; exhibition hall; indoors; toy store; museum; inside; indoors; gymnasium,Dogru
525988,525988021,Is this bear bigger than most teddy bears?,no,no; no; no; no; no; no; no; no; no; no,Dogru
525988,525988022,How big is teddy bear?,small,average; large; small; moderate; medium sized; 8 inches; small; small; small; small,Dogru
525988,525988023,Can all of the body parts of this stuffed animal be seen?,no,no; no; yes; yes; no; no; yes; yes; no; no,Dogru
525988,525988024,Is the teddy bear new?,no,yes; yes; no; no; no; no; no; no; no; no,Dogru
525988,525988025,How big is the teddy bear?,small,medium; 12 inches; small; 10 inches; small; 10 inches; not very; small; small; less than foot,Dogru
525988,525988026,What are the words behind the blue bear?,no words,help; unknown; no blue bear; no words; none; none; none; unknown; not english; english,Dogru
525988,525988027,What is in front of the bear?,camera,camera; camera; camera; camera; camera; camera; camera; camera; camera; sign,Dogru
132776,132776000,What is sitting on top of the elephant?,man,human; person; man; man; man; man; man; man; man; man,Dogru
132776,132776001,Is the elephant in the water?,no,yes; no; no; no; no; no; yes; no; no; no,Dogru
132776,132776002,Is the person wearing a baseball cap?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526000,526000000,Is this person's hair color natural?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526000,526000001,What are the words on the right side of the photo?,no,jamie henderson; jamie henderson; jamie henderson; jamie henderson; jamie henderson; jamie henderson; jamie henderson; jamie henderson; jamie henderson; jamie henderson,Yanlis
526000,526000002,Is this woman dressed appropriately for her gender?,yes,yes; no; no; no; no; yes; yes; no; yes; no,Dogru
263858,263858000,What is in the background?,mountains,rocks; trees and mountains; trees; rocks; cliffs; mountains; grassy boulders or cliffs; rocks; large rocks; mountains,Dogru
263858,263858001,Are the boats moving?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
263858,263858002,How many boats are in the picture?,3,3; 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
526004,526004000,Does this child have a lot of hair?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526004,526004001,Is this mother and child sitting at a kitchen table?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
526004,526004002,Is this child being served food?,yes,yes; yes; no; yes; yes; yes; yes; no; yes; yes,Dogru
526004,526004003,What is the baby eating with his hands?,pizza,pizza crust; pizza bread; pizza crust; pizza; pizza crust; yes; pizza; pizza crust; crust; pizza crust,Dogru
132791,132791000,Is this person enjoying surfing?,no,no; no; no; no; no; no; yes; no; no; not surfing,Dogru
132791,132791001,Is it cold in the picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
132791,132791002,What is the bus driving through?,water,water; water; shallow river; water; water; flood; water; water; water; water,Dogru
132791,132791003,Where is he going?,to bus,bus; to bus; to bus; to bus; walking; road; unsure; mountains; mountains; river,Dogru
263866,263866000,What is the name of the area the train is traveling in?,mountains,east; trestle; woods; country; mountains; rural; savannah; mountains; rural; hills,Dogru
263866,263866001,What numbers are on the train?,252,252; 252; 252; 252; 252; 252; 252; 252; 252; 252,Dogru
263866,263866002,What color  is the train?,yellow,yellow and green; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow,Dogru
263866,263866003,What number is on the train?,252,252; 252; 252; 252; 252; 252; 252; 252; 252; 252,Dogru
394940,394940000,Where is the couch in this photo?,no,behind boy; behind boy; no; no; behind boy; no couch; other room; table; background; there is not couch in this photo,Dogru
394940,394940001,What is the child eating?,cake,cake; pastry; no; cake; food; cake; pie; cake; cake; pastry,Dogru
394940,394940002,What color is the napkin?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
394940,394940003,Which utensil is on his plate?,fork,knife; fork; knife; knife; knife; knife; fork; knife; fork; knife,Dogru
394940,394940004,Is the boy small?,yes,no; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394941,394941000,Are the waves breaking?,no,yes; no; no; no; no; no; yes; no; no; no,Dogru
394941,394941001,Is the ocean calm?,yes,yes; no; yes; yes; no; no; yes; yes; yes; yes,Dogru
394941,394941002,Is it a sunny day?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
394941,394941003,What is the person holding?,paddle,paddle; paddle; oar; surfboard; paddle; pole; paddle; paddle; spear; paddle,Dogru
394941,394941004,What is pushing the board?,paddle,pole; person with oar; paddle; stick; pole; boy; waves; paddle by person; paddle; man,Dogru
394941,394941005,What is this guy doing?,paddle boarding,paddle boarding; paddling; paddle boarding; paddle boarding; surfing; fishing; stand up paddle boarding; surfing; paddle boarding; paddle boarding,Dogru
394941,394941006,What is the person wearing?,shorts,shorts; shorts; swimming trunks; shorts; shorts; shorts; shorts; ???; swim trunks; shorts,Dogru
526021,526021000,Does this man need a good shave?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526021,526021001,Is this person playing in a tournament?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526021,526021002,Is this a grass tennis court or AstroTurf?,grass,astroturf; grass; grass; grass; grass; grass; grass; grass; grass; grass,Dogru
526021,526021003,Is that the man's home in the background?,yes,no; yes; yes; yes; no; yes; no; yes; no; no,Dogru
526021,526021004,Did the man hit the ball?,yes,no; no; maybe; no; no; no; yes; no; yes; yes,Dogru
131361,131361000,Are his hands crossed?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
131361,131361001,What kind of meat is on the dinner plate?,chicken,beef; chicken; meatball; chicken; meatball; donut; steak; beef; meatless; chicken,Dogru
131361,131361002,Is the man wearing sunglasses?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
131361,131361003,How many cakes are in this picture?,2,2; 2; 2; 1; 2; 1; 0; 0; 2; 2,Dogru
131361,131361004,Does he have food?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
131361,131361005,What is on the plate?,donuts,donuts; pastries; food; doughnuts; donut; meatball; food; food; donuts; donuts,Dogru
131361,131361006,Is this scene indoors?,no,yes; no; no; no; no; yes; no; no; no; no,Dogru
131361,131361007,Is the man eating alone?,yes,yes; yes; yes; yes; maybe; yes; yes; no; yes; no,Dogru
131361,131361008,What type of place is this?,restaurant,donut shop; bakery; bakery; food; restaurant; cafe; food; donut shop; donut shop; coffee shop,Dogru
131361,131361009,Is the man's hand in motion?,no,no; no; no; no; no; no; no; no; no; no,Dogru
131361,131361010,Is there any chocolate on the donuts?,yes,yes; no; yes; yes; yes; yes; no; yes; yes; no,Dogru
131361,131361011,Could these be used for breakfast?,yes,yes; yes; yes; yes; yes; yes; yes; yes; no; yes,Dogru
131361,131361012,What food is on the plates?,donuts,donut; donuts; donuts; donuts; donut; donut; donuts; donuts; donuts; donut,Dogru
263881,263881000,Is the giraffe a baby?,no,no; yes; yes; yes; no; no; no; yes; no; no,Dogru
263881,263881001,Are the giraffes being hostile?,no,no; yes; no; no; no; yes; yes; no; yes; no,Dogru
263881,263881002,What is the baby animal doing?,standing,resting; looking; stretching; standing; standing; standing; standing; standing; trying to stand; eating,Dogru
263881,263881003,Can you see the giraffes tail?,yes,no; no; yes; yes; no; yes; yes; yes; no; yes,Dogru
263881,263881004,Where is the giraffe headed for?,camera,to eat; field; camera; camera; eating; towards camera; ground; camera; ground; camera,Dogru
263881,263881005,Is the animal tall?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
263881,263881006,Has the giraffe reached full height?,yes,no; no; yes; no; no; yes; yes; no; no; no,Dogru
263881,263881007,Is the giraffe looking directly at the camera?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
1739,1739000,How many tires are on this truck?,6,what is on truck; 6; 6; 6; 6; 6; 6; 6; 6; 6,Dogru
1739,1739001,Is the truck covered up?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
1739,1739002,What is in the truck?,tarp,crates; dump truck; wood; dirt; wood; unknown; cargo; lumber; straw; cover,Yanlis
526028,526028000,Has any of this meal been eaten?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
526028,526028001,Do you see a person here?,yes,yes; yes; yes; yes; yes; part; yes; yes; no; no,Dogru
526028,526028002,Is this a balanced meal?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
526028,526028003,Did this customer feel ripped off?,no,yes; yes; yes; no; no; no; no; yes; yes; no,Dogru
526028,526028004,Is this a dinner meal?,yes,yes; no; yes; yes; yes; no; yes; no; yes; yes,Dogru
526028,526028005,What colors are the plate?,white,white; white; white; red yellow green; white; white; green yellow; white; white; white,Dogru
394957,394957000,Is the bathroom dirty?,no,no; no; no; no; no; no; no; no; yes; no,Dogru
394957,394957001,What room are they in?,bathroom,bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom; bathroom,Dogru
394957,394957002,Is this an airport bathroom?,no,no; no; no; no; no; no; no; no; no; no,Dogru
394957,394957003,Is there food on the table?,no,no; no; no; no; no; no; no; no; no; no,Dogru
132814,132814000,Are the zebras afraid of the giraffe?,no,no; no; no; no; no; no; no; no; no; no,Dogru
132814,132814001,What animal is behind the zebras?,giraffe,"giraffe; giraffe; giraffe; giraffe; giraffe, truck; giraffe; giraffe; giraffe; giraffe; giraffe",Dogru
132814,132814002,What is the zebra on the right near?,tree,zebra; camera; grass; giraffe; eating; giraffe; grass; path; dirt; tree,Dogru
132814,132814003,Is this a zoo?,no,no; no; no; no; no; my best guess is yes; yes; no; no; no,Dogru
132814,132814004,How many stripes does the baby zebra have?,many,100; 60; many; 200; 82; 72; 16; 45; 20; 65,Dogru
132814,132814005,Is this photo taken at a zoo?,no,no; yes; yes; no; yes; yes; yes; yes; yes; yes,Dogru
132814,132814006,How many species of animal are in the photo?,1,1; 2; 2; 2; zebra; 2; 1; 2; zebra; 2,Dogru
132814,132814007,Is this a forest?,no,"no; no; yes; yes, in background; yes; yes; yes; no; no; no",Dogru
132814,132814008,How many zebras are there?,4,3; 3; 3; 3; 3; 2; 3; 2; 3; 2,Yanlis
526040,526040000,Is the snow packed or powdery?,powdery,packed; powdery; powdery; powdery; powdery; powdery; packed; powdery; packed; powdery,Dogru
526040,526040001,Did the man just fall over?,yes,yes; yes; yes; yes; yes; no; yes; yes; no; yes,Dogru
526040,526040002,Is this person wearing appropriate clothing for the weather?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
526044,526044000,What does the cow in the back seat?,no,no cows on seat; no; i don't know; no; cow on beach; none; no; walking; unsure; stand,Dogru
526044,526044001,Are there fences in the background?,no,maybe; no; no; no; no; no; no; no; no; no,Dogru
526044,526044002,Is this a farm?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526044,526044003,What are the animals doing?,standing,standing on beach; wading; walking; walking; walking in water; walking; walking; standing; watching; walking,Dogru
526044,526044004,Is there grass in the picture?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526044,526044005,Is the cow a steer or a heifer?,heifer,heifer; heifer; steer; steer; heifer; heifer; steer; heifer; heifer; heifer,Dogru
526044,526044006,Is the cow exhausted?,no,no; maybe; no; no; no; no; no; yes; no; no,Dogru
526044,526044007,Is the cow wearing a bell?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526044,526044008,Is this a white cow?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526044,526044009,Is it a sunny morning?,no,no; no; no; yes; no; no; no; no; no; no,Dogru
526044,526044010,What nursery song do these  creatures bring to mind?,cow,old mcdonald's farm; twinkle twinkle; lullaby; cow jumped over moon; none; hey diddle diddle; farmer in dell; none; old mcdonald; cows,Yanlis
526044,526044011,Can this animal be sheared?,no,no; no; no; no; cow; no; no; no; no; no,Dogru
526044,526044012,Does this cow have horns?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526044,526044013,Is it a sunny day?,no,no; no; no; yes; no; no; no; no; no; no,Dogru
526044,526044014,Is the cow standing in the water or on land?,water,water; on land; water; water; water; water; water; water; water; water,Dogru
526044,526044015,What is the cow looking at?,water,dirt; grass; photographer; something to left; camera; camera; ground; left side; land; person taking picture,Yanlis
526044,526044016,What is this animal walking on to?,water,water; water; water; beach; water; beach; beach; river; water; sand,Dogru
526044,526044017,What is this cow doing with its left hind leg?,standing,stepping; raising it to walk; walking; walking; walking; walking; walking; standing in water; walking; standing in water,Yanlis
526044,526044018,What color are the cows noses?,white,black; white; brown; white; tan; tan; white; white; brown; brown,Dogru
526044,526044019,What is the cow doing?,standing,walking; walking; swimming; standing; walking; walking; walking in water; standing; wading; drinking,Dogru
526044,526044020,What color is the cow?,brown and white,"brown and white; brown; brown; brown,white; brown, white; brown white; brown and white; brown and white; brown and white; brown, white",Dogru
526044,526044021,What kind of animal is this?,cow,cow; cow; cow; cow; cow; cow; cow; cow; cow; cow,Dogru
526044,526044022,What is this animal?,cow,cow; cow; cow; cow; cow; cow; cow; cow; cow; cow,Dogru
526044,526044023,Who took the photograph?,photographer,photographer; photographer; farmer; photographer; man; photographer; farmer; farmer; owner; farmer,Dogru
526044,526044024,How many cows are here?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
526044,526044025,Is there anything for the cow to eat?,no,no; no; no; no; no; no; no; no; no; no,Dogru
526044,526044026,Is this a wild cow?,no,yes; yes; yes; no; no; yes; yes; yes; no; yes,Dogru
526044,526044027,How many cows are there?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
526044,526044028,Can you see a reflection of a cow in the ponds surface?,no,no; no; no; no; no; no; no; no; no; yes,Dogru
526044,526044029,What is the cow standing on?,water,beach; bank; water; water; beach; sand; water; beach shore; water; water,Dogru
526044,526044030,Does it look dry?,no,no; no; no; no; no; no; no; no; no; no,Dogru
